brand_id,brand_name,level1_category,adg,ado,adq
1094684,大振豐洋傘,Sports & Outdoors,"50,277",51,69
4213530,MOVA,Home Electronic,"50,273",4,5
1100459,我的健康日記,Health,"50,249",50,112
1218497,WAKE ME,Motors,"50,228",55,90
1695299,T-Mobile,Mobile & Gadgets,"50,223",57,72
1141741,海底撈,Food & Beverages,"50,176",145,843
1800490,Apexel,Sports & Outdoors,"50,110",33,37
1802629,SwitchBot,Home Electronic,"50,101",25,32
1218269,TWO STAR 雙星牌,Home Electronic,"50,096",71,84
5401182,FREEMAN,Mobile & Gadgets,"50,088",37,52
1217267,POLI 波力,Mother & Baby,"50,058",94,249
4325914,FAIR BABY 法兒貝,Mother & Baby,"50,032",84,329
2751380,SOUL STONE,Life & Entertainment,"49,949",12,"30,551"
1082519,CAPTAIN Danny 丹尼船長,Food & Beverages,"49,935",124,506
1098659,MUTANT,Sports & Outdoors,"49,850",23,26
1088090,飯友食品,Mother & Baby,"49,834",111,445
1802213,Peak Design,Hardware & 3C,"49,797",21,24
1802083,Nissin,Food & Beverages,"49,779",210,893
3853481,TYESO,Home & Living,"49,776",132,282
1141142,sNug,Sports & Outdoors,"49,752",37,110
1271398,TKLAB,Beauty,"49,746",70,147
3209927,Rexona,Beauty,"49,683",130,511
1104857,TOTAL 道達爾,Motors,"49,678",39,168
6379087,JoysLu,Beauty,"49,637",151,"1,029"
1217425,Pomei 博美,Home & Living,"49,636",83,691
3665685,CarlinKit,Motors,"49,542",13,13
2911609,Tapioca B. 粉圓臀,Sports & Outdoors,"49,486",54,441
1801564,Jump,Sports & Outdoors,"49,411",70,93
2563056,MARDI MERCREDI,Women's Apparel,"49,403",28,44
1102822,RONIN 獵漁人釣具,Sports & Outdoors,"49,367",64,194
1802493,Shure,Home Electronic,"49,359",8,9
1140371,SWEAR 思薇爾,Women's Apparel,"49,348",45,144
5395719,YUNARO 蘊洛,Beauty,"49,344",49,90
1095893,orange,Mobile & Gadgets,"49,326",55,77
1102634,Wealtz,Pets,"49,284",28,54
1141619,巧連智,Mother & Baby,"49,265",44,75
1146120,KEF,Hardware & 3C,"49,239",1,1
1091842,LEE HERB 李時珍本草屋,Health,"49,234",41,126
1135814,Rinka 梨卡,Women's Apparel,"49,180",94,284
1113835,Eco Clean,Pets,"49,169",86,305
2395387,Lovito,Women's Apparel,"49,134",102,275
2239952,BOTO,Food & Beverages,"49,118",80,912
4490202,REMEMBEROUTDOOR 樂活不露,Sports & Outdoors,"49,090",36,53
1088035,FUNTE,Home & Living,"49,058",3,6
1162816,ZO SKIN HEALTH,Beauty,"49,055",14,19
1106647,Tender 天德牌,Sports & Outdoors,"49,046",46,52
4194416,Dr.情趣,Everything Else,"49,041",72,125
1139678,Vermicular,Home Electronic,"49,024",7,8
2343450,Alexandra 雅莉珊卓,Home & Living,"49,018",64,103
4550997,WRF,Motors,"48,887",21,23
3370453,WOSADO,Beauty,"48,885",32,95
1802284,Pramy,Beauty,"48,771",91,182
4585538,DHOP,Health,"48,751",51,"1,011"
1139062,Tsuie 日濢,Health,"48,722",106,193
1094186,NWB,Motors,"48,715",83,221
1802486,S.H.Figuarts,Life & Entertainment,"48,707",24,26
1801302,G.Skill,Hardware & 3C,"48,676",4,4
1214375,ABRAZO 愛不囉嗦,Food & Beverages,"48,606",34,235
1113271,共立製藥,Pets,"48,561",41,58
1086417,Iwatani 岩谷,Sports & Outdoors,"48,513",30,44
1405348,Shine Ye 青葉,Home Electronic,"48,472",13,19
1092514,Hugsie,Mother & Baby,"48,438",29,42
1081383,KRYOLAN,Beauty,"48,397",37,58
6266182,Ecostore,Home & Living,"48,397",50,82
1802700,Timemore,Home Electronic,"48,377",21,29
1131419,Olivia,Home & Living,"48,354",24,48
1098772,SABRE 沙豹,Sports & Outdoors,"48,249",39,67
1084432,五南文化,Books,"48,179",81,127
1146365,Capcom,Game Kingdom,"48,169",35,45
1802620,SUQQU,Beauty,"48,114",29,62
3832585,PINMORE 品茉兒生醫,Beauty,"48,069",19,53
1083793,INHERE,Women Accessories,"48,036",9,10
4064701,loop,Health,"48,032",39,46
1801331,Hallmark,Mother & Baby,"48,005",57,199
1086586,ANAN 安安,Mother & Baby,"47,906",37,93
1802719,TOMTOC,Men's Bags& Accessories,"47,901",38,43
1090667,eni 埃尼,Motors,"47,844",36,267
4208974,100thinks,Home & Living,"47,815",98,139
1114326,SINGEN 信元,Pets,"47,803",65,198
2239982,d'Alba,Beauty,"47,730",51,88
1109554,scienvet,Pets,"47,727",30,50
4834602,WELLHIKE,Sports & Outdoors,"47,721",45,100
1107477,百仕可,Health,"47,701",23,53
1304156,KaKaLove,Food & Beverages,"47,699",49,134
1122968,GONESH,Home & Living,"47,691",95,338
3752665,lamer,Beauty,"47,679",23,56
1801194,FLORTTE,Beauty,"47,677",122,497
1801850,Marvis,Home & Living,"47,673",108,241
1096047,MIPRO 嘉強電子,Home Electronic,"47,661",9,26
1123251,Ingeni 新肌霓,Beauty,"47,657",48,79
1082301,GARMMA 永橙,Mobile & Gadgets,"47,625",48,65
1802999,Zowie,Hardware & 3C,"47,609",13,14
4129407,POLA,Beauty,"47,607",42,97
1163249,taicend 泰陞,Mother & Baby,"47,597",43,70
4694818,Branden,Men's Bags& Accessories,"47,589",23,32
1097790,小日常寢居,Home & Living,"47,562",45,61
1216011,Hybolar 海玻啦,Beauty,"47,503",87,256
1141744,淨斯,Food & Beverages,"47,428",48,150
2693206,Monster Pub,Everything Else,"47,416",26,61
1801742,Lexus,Motors,"47,408",54,114
1695285,Nokia,Mobile & Gadgets,"47,385",35,48
5091287,YMHW,Mobile & Gadgets,"47,378",113,176
1091547,DoMiss,Women's Apparel,"47,374",48,273
1801604,Kenda,Motors,"47,365",62,136
1100778,SCALP RECOVERY 髮基因,Beauty,"47,314",36,53
1802031,Narciso Rodriguez,Beauty,"47,266",42,114
1215729,GLOBE 地球牌,Home & Living,"47,242",59,881
1082705,IFME,Mother & Baby,"47,208",48,59
1260736,ONE DAY,Men's Apparel,"47,172",86,268
3806791,PhotoFast,Mobile & Gadgets,"47,137",24,31
1082935,JAZZY,Life & Entertainment,"47,129",13,16
1216249,KEEN,Sports & Outdoors,"47,102",16,17
1099249,UHO 優活居家,Home & Living,"47,077",12,16
1100257,WELL PROBIOTICS 好菌家,Health,"46,977",29,40
1140834,Sinon 興農,Home & Living,"46,933",99,253
2239922,Aestura,Beauty,"46,931",34,70
5066054,PingGO,Mobile & Gadgets,"46,897",109,629
5202414,freshstar,Beauty,"46,820",83,95
1216528,LOVENSE,Everything Else,"46,800",11,53
3173492,Anchor,Food & Beverages,"46,794",65,151
1133539,aibo,Hardware & 3C,"46,789",98,143
1131896,Astonish,Home & Living,"46,775",109,206
1089201,Ladies 蕾黛絲,Women's Apparel,"46,768",26,77
1801463,Inomata,Home & Living,"46,684",165,822
1356457,CCD,Motors,"46,632",9,10
1160130,Aether 依鈦,Pets,"46,623",52,104
1802662,Teva,Sports & Outdoors,"46,611",29,33
1218630,YAMASAKI 山崎,Home Electronic,"46,582",19,25
1800890,COSRX,Beauty,"46,563",72,147
1111493,M2R,Motors,"46,479",58,81
1123003,ALLIE,Beauty,"46,462",105,176
1137267,TenRen's TEA 天仁茗茶,Food & Beverages,"46,455",93,637
1096642,ARTiS di Voce,Beauty,"46,443",85,213
1215041,CONCERN 康生健康科技,Home Electronic,"46,435",33,36
1131931,ban,Beauty,"46,387",118,303
1122475,DIMOTIV,Motors,"46,385",35,45
1802109,Nuby,Mother & Baby,"46,376",90,198
1131433,KAYANOYA 茅乃舍,Food & Beverages,"46,312",56,141
1141971,采實,Mother & Baby,"46,298",77,188
1093356,NORITLE 諾得,Health,"46,268",36,79
1146555,HKS,Motors,"46,264",26,41
1306133,路遙圓創,Life & Entertainment,"46,256",70,191
1140516,Miyaco 米雅可,Home & Living,"46,212",56,93
1110869,E-GIN 一菁部品,Motors,"46,098",47,57
1114623,in-plus,Pets,"46,074",63,185
1329624,MEGMILK SNOW BRAND,Mother & Baby,"46,074",20,54
1800797,Centellian24,Beauty,"46,027",46,89
1081250,Clover 可樂,Home & Living,"46,024",70,289
1104979,SLOWAND,Women's Apparel,"46,023",29,61
1103317,ROVENDIS 羅凡迪詩,Beauty,"46,005",71,122
1146402,Cooler Master,Hardware & 3C,"45,999",31,46
1093595,國際學村,Books,"45,989",62,81
1101911,RK,Motors,"45,988",19,33
1803003,ZURU,Mother & Baby,"45,964",62,99
2559066,ABEE,Motors,"45,948",16,18
1138080,WAN JA SHAN 萬家香,Food & Beverages,"45,948",296,599
1106177,Pingo 台灣品工,Beauty,"45,905",50,63
2450617,MAONO,Home Electronic,"45,877",17,27
1801111,ESR,Mobile & Gadgets,"45,872",53,68
2369101,MOZTECH,Mobile & Gadgets,"45,872",38,47
1098404,MT HELMETS,Motors,"45,865",18,21
1140558,Sanct Bernhard,Health,"45,761",40,65
1215611,FamilyMart 全家,Tickets & Services,"45,749",70,364
1107343,SUNGLONG 松隆,Motors,"45,690",87,147
1082316,ICHI 一吉實業,Motors,"45,614",75,280
1082673,FAULTLESS 加安牌,Home & Living,"45,525",50,91
1217341,PURE HOME,Beauty,"45,482",25,35
1932484,富郁床墊,Home & Living,"45,453",8,10
1216591,LifeWave,Health,"45,377",15,33
1093426,NORTHERN 北方,Home Electronic,"45,367",19,20
1113913,HAO YI 豪翼寵物,Pets,"45,366",74,"1,429"
2387645,Real Barrier,Beauty,"45,327",13,76
1097195,CyberPower 碩天,Hardware & 3C,"45,299",13,17
1088101,HUNYA FOODS 宏亞食品,Food & Beverages,"45,296",104,"1,966"
1100994,VIRJOY 唯潔雅,Home & Living,"45,272",114,246
1093515,Bennis 班尼斯,Home & Living,"45,221",16,298
2565165,VESSEL,Home & Living,"45,211",48,119
1103959,東亞照明,Home & Living,"45,203",48,300
6009121,Remesso,Men's Apparel,"45,163",36,59
1098113,Life Extension,Health,"45,096",34,66
1800920,Cuisinart,Home Electronic,"45,092",14,15
1801660,Komine,Motors,"45,086",26,33
3880068,TIRTIR,Beauty,"45,043",61,100
1216970,NEMO,Home & Living,"45,019",37,64
1099610,Magnet 曼寧,Food & Beverages,"44,937",90,366
3255699,RAOR SQUAD,Sports & Outdoors,"44,910",90,142
1802830,Victorinox,Sports & Outdoors,"44,871",52,101
4674227,匠藝家居,Home & Living,"44,855",17,21
1096301,KiKAiTO 機械堂,Home & Living,"44,785",44,484
1138754,Maison Margiela,Beauty,"44,775",33,113
4667758,JSTN,Life & Entertainment,"44,769",17,36
2559804,BIOHEAL BOH,Beauty,"44,748",61,128
1123636,JOVISA,Beauty,"44,724",72,184
1085738,FORD,Beauty,"44,722",52,87
1099862,悅氏,Food & Beverages,"44,696",58,183
1099106,WAGNER 華格那,Health,"44,619",81,145
1102834,ZYXEL 合勤,Hardware & 3C,"44,530",11,18
1801861,Mattel,Life & Entertainment,"44,518",38,69
1087318,HOUSE 好室喵,Home & Living,"44,515",45,220
1139426,Uni-TongXin Biotech 統欣生物科技,Health,"44,491",62,266
1802244,Physiogel,Beauty,"44,476",55,113
1092839,Cadina 卡迪那,Food & Beverages,"44,449",136,680
1802557,SPAO,Women's Apparel,"44,438",34,50
1130492,Amiss,Women Accessories,"44,308",121,569
1095885,Annahome 棉床本舖,Home & Living,"44,298",20,29
4404579,wiim,Home Electronic,"44,278",3,3
1085846,JTLEGEND,Mobile & Gadgets,"44,189",49,67
1800737,BVLGARI,Beauty,"44,189",30,72
1088891,Fashion For Yes,Women's Apparel,"44,169",41,119
1084826,GMD 固滿德,Motors,"44,157",43,54
1108850,菲力家族,Home & Living,"44,093",116,411
1138269,VEDAN 味丹,Food & Beverages,"43,996",129,630
1217006,NPG,Everything Else,"43,985",54,164
2264406,Organic mode,Beauty,"43,940",27,46
3995690,SUNGBOON EDITOR,Beauty,"43,925",65,142
5648730,日日淨淨,Pets,"43,850",48,76
1128540,greenvines 綠藤生機,Beauty,"43,834",35,49
1125839,Jie Fen 潔芬,Beauty,"43,828",94,170
1107725,SWD Rheinol,Motors,"43,821",35,177
1759281,SoundPEATS,Hardware & 3C,"43,786",21,24
1126674,BOTANIST,Beauty,"43,783",74,162
3799762,Nothing,Mobile & Gadgets,"43,766",10,10
1314683,Simmpo,Mobile & Gadgets,"43,665",34,47
1800482,Aolikes,Sports & Outdoors,"43,626",165,592
1091755,同榮,Food & Beverages,"43,605",112,642
1101446,RIH RIH WANG,Food & Beverages,"43,599",106,"1,965"
4574176,Smile P.娘,Health,"43,586",8,64
1090032,NATURAL FARM 自然牧場,Pets,"43,571",37,195
1146116,Go Kids 玩樂小子,Life & Entertainment,"43,554",32,52
1135542,SIANG APATO 翔仔居家,Home & Living,"43,540",21,33
1133385,KOM,Mother & Baby,"43,481",65,189
4379912,EarFun,Mobile & Gadgets,"43,473",19,20
1102253,日清製粉,Food & Beverages,"43,447",115,441
3476208,Bellroy,Men's Bags& Accessories,"43,440",13,15
1095914,太珍香,Food & Beverages,"43,424",152,"1,778"
1393623,Little One,Pets,"43,383",95,322
1146519,Fujitsu,Home Electronic,"43,365",39,131
6254879,絲絲如,Women Accessories,"43,348",18,35
1090463,NCY,Motors,"43,340",27,46
1111476,M'DARYN 喵樂,Pets,"43,330",46,823
1217131,OSIM,Sports & Outdoors,"43,312",10,11
1801362,Hegen,Mother & Baby,"43,258",31,60
5258030,Butterfly,Sports & Outdoors,"43,257",23,43
1090567,可麗舒,Home & Living,"43,246",185,364
1136390,MONA FREMA 荷麗美加,Beauty,"43,232",38,61
1106730,潔霜,Home & Living,"43,209",269,849
1800584,Bbia,Beauty,"43,184",96,211
1216951,NANYA 南亞牌,Home & Living,"43,161",66,348
1113955,Homerun 霍曼,Pets,"43,138",37,86
1083518,HARiMiTSU,Sports & Outdoors,"43,117",68,257
1802281,Porter,Men's Bags& Accessories,"43,108",14,14
2173559,MADWORKS,Life & Entertainment,"43,074",44,144
1108600,良澔,Food & Beverages,"43,072",124,780
1088360,Dah Tien 大田海洋,Food & Beverages,"43,068",127,463
5582458,TOYZEROPLUS,Life & Entertainment,"43,062",52,100
1082433,IDEA,Home & Living,"43,001",8,14
1218773,arlink,Home Electronic,"42,931",30,34
1107876,SYNERGY,Health,"42,921",18,36
2356332,TYMO,Beauty,"42,865",18,23
1801611,Keychron,Hardware & 3C,"42,852",18,20
1108575,舒跑,Food & Beverages,"42,833",159,448
1089634,MAGIPEA 美極品,Mobile & Gadgets,"42,788",35,39
1802833,Viewsonic,Hardware & 3C,"42,779",11,12
1083695,HAWRIN 華菱,Home Electronic,"42,768",6,7
3544759,BLUETTI,Sports & Outdoors,"42,733",2,3
1084490,EPIC,Motors,"42,730",40,54
1110806,Doctor's Best,Health,"42,700",37,49
1801677,Kyocera,Hardware & 3C,"42,668",21,43
2938703,美麗家,Home & Living,"42,653",104,490
1087270,iSlippers,Home & Living,"42,630",103,440
4366433,D PROGRAM,Beauty,"42,620",33,73
1096245,Nuit 努特,Sports & Outdoors,"42,588",31,78
1097201,富士康醫療器材,Health,"42,564",38,63
1800892,Cougar,Hardware & 3C,"42,539",14,16
3914663,Sena,Motors,"42,536",12,15
1093807,LINKOMM,Hardware & 3C,"42,515",40,805
1801398,Holika Holika,Beauty,"42,513",99,263
1801299,Gravastar,Hardware & 3C,"42,489",12,13
1218317,Three Flower 三花,Home & Living,"42,488",80,856
1095175,Nestle Health Science 雀巢健康科學,Health,"42,466",12,31
4246806,Cat,Shoes,"42,354",19,23
2563630,non-no,Men's Apparel,"42,353",109,620
1131128,NATURAL BEAUTY 東森自然美,Beauty,"42,262",26,69
1108720,茶裏王,Food & Beverages,"42,215",245,604
1214737,BLACK HAMMER,Home & Living,"42,178",79,127
3701082,Vitamin House,Health,"42,171",12,21
1216370,Keith 鎧斯,Sports & Outdoors,"42,156",31,65
1215929,HOUSE 拜爾家居,Home & Living,"42,142",77,142
1217673,SADOMAIN 仙德曼,Home & Living,"42,134",45,113
1132340,ORIHIRO,Health,"42,064",61,175
1216845,Magic Clean 魔術靈,Home & Living,"42,022",220,586
2559696,Beauty of joseon,Beauty,"41,987",65,128
1086664,ANBORTEH 安伯特,Motors,"41,958",64,81
1130277,do it 多益得,Home & Living,"41,930",74,152
1216545,LUST,Home & Living,"41,866",37,57
1163537,小美紀,Home & Living,"41,820",85,581
1106467,Taste of the Wild,Pets,"41,815",30,53
1130165,K-SWISS,Sports & Outdoors,"41,807",26,31
1160139,American Explorer 美國探險家,Sports & Outdoors,"41,804",23,26
1802408,Ryo,Beauty,"41,786",72,130
1088901,北海鱈魚香絲,Food & Beverages,"41,766",88,322
1104037,waken 威肯,Men's Bags& Accessories,"41,756",63,137
1141863,聯華食品,Food & Beverages,"41,754",88,752
1133554,TIAN YUAN XIANG 田原香,Health,"41,653",12,16
1802510,Skinceuticals,Beauty,"41,629",16,29
5134099,Wildflower,Mobile & Gadgets,"41,626",31,34
1802941,Yanagiya,Beauty,"41,578",72,145
2340344,uno,Beauty,"41,577",124,496
2340341,UP 雅柏,Pets,"41,494",80,598
1801967,Molten,Sports & Outdoors,"41,483",63,118
1801361,Healthy Care,Health,"41,468",55,122
3809057,Biotree 寶皙萃,Health,"41,413",12,30
1217080,ODABAN,Beauty,"41,407",48,62
1141477,信誼,Mother & Baby,"41,349",58,162
1760408,MANN-FILTER,Motors,"41,307",53,110
1088954,OATLY 歐特力,Food & Beverages,"41,272",70,271
4828786,Mufasa,Home & Living,"41,207",48,70
1141837,維維樂,Health,"41,174",71,219
3377941,Paul Mitchell,Beauty,"41,160",30,43
1776794,原禾軒,Food & Beverages,"41,063",28,668
1102952,時報文化,Books,"41,039",87,124
1141561,大漢酵素,Health,"41,036",35,84
1129373,heme 喜蜜,Beauty,"41,022",102,205
1089969,KATO 關水金屬,Life & Entertainment,"40,996",20,42
1093334,MAXE 萬士益,Home Electronic,"40,994",5,6
1802082,NiSi,Hardware & 3C,"40,992",17,24
1861263,by CAT 喵洽普,Pets,"40,992",40,242
1147106,Tombow,Home & Living,"40,956",120,971
1094116,Bien Valley 培恩,Health,"40,927",71,144
2240073,Kinder,Food & Beverages,"40,924",89,459
4565310,MHW-3BOMBER,Home & Living,"40,924",30,63
3083438,Chuli,Beauty,"40,914",157,539
3794063,Funko,Life & Entertainment,"40,884",47,"2,211"
1108859,萬事捷,Home & Living,"40,877",89,767
4267894,Feliway,Pets,"40,851",39,65
1134862,oh care 歐克威爾,Mother & Baby,"40,840",62,132
1112334,WEI-LONG 衛龍,Food & Beverages,"40,838",103,"1,133"
4521087,SNOW STORMI,Sports & Outdoors,"40,830",42,50
3308564,杏美製香,Home & Living,"40,816",44,74
1142046,黃金盾,Home & Living,"40,766",53,118
4608518,C&D,Shoes,"40,736",95,128
4270147,ice cloud,Motors,"40,692",39,52
1147040,Square Enix,Game Kingdom,"40,686",31,39
1103301,YUAN FLAVOR 原味時代,Food & Beverages,"40,637",33,254
2085416,ALLGET,Home & Living,"40,608",78,412
3341938,by : OUR,Home & Living,"40,568",57,163
1138490,YILIN 憶霖,Food & Beverages,"40,558",101,"2,886"
5337401,BOACUP,Home & Living,"40,557",104,188
2565201,Thrustmaster,Game Kingdom,"40,548",5,6
1108983,Sports Research,Health,"40,536",24,32
1220178,祥鈺水產,Food & Beverages,"40,500",33,252
1096530,威瑪舒培,Health,"40,466",24,39
2906344,HEAVEN LAFA,Motors,"40,443",29,54
1146669,Kotobukiya,Life & Entertainment,"40,412",20,23
1141483,元本山,Food & Beverages,"40,412",106,404
1114135,Nurture PRO,Pets,"40,392",33,269
1084149,AJI OKASHI 味覺百撰,Food & Beverages,"40,367",107,"1,272"
1082469,IDEA 視覺概念,Home & Living,"40,354",20,36
1141459,京城之霜,Beauty,"40,337",43,86
3473780,Games Workshop,Life & Entertainment,"40,280",19,53
1091062,Hi Sharp 昇銳電子,Hardware & 3C,"40,279",9,16
1086775,FREEDOM 惠騰,Home Electronic,"40,241",54,59
1802728,Topeak,Sports & Outdoors,"40,202",31,43
4759252,RENE FURTERER,Beauty,"40,189",30,54
1081883,EASY SHOP,Women's Apparel,"40,159",38,111
4080722,emis,Men's Bags& Accessories,"40,144",26,31
3876179,媽咪莉娜,Mother & Baby,"40,120",19,22
1114450,WOOLY,Pets,"40,093",34,74
1126815,earth music & ecology,Women's Apparel,"40,081",35,54
1220126,甘味人生,Health,"40,058",21,40
1217251,PIYOPIYO 黃色小鴨,Mother & Baby,"40,058",48,125
1147149,Versace,Beauty,"40,013",30,54
4316313,niceghostclub,Men's Apparel,"39,977",29,38
1089043,NAKANO 中野製藥,Beauty,"39,938",34,55
5174720,UFORU,Home & Living,"39,937",95,184
1163076,hoi 好好生活,Home & Living,"39,936",33,59
1111308,K.K.ORCHARD 瓜瓜園,Food & Beverages,"39,924",43,165
4044133,輝葉良品,Life & Entertainment,"39,921",4,4
3701433,TESSAN,Home Electronic,"39,920",60,83
1100460,PENROTE 筆樂文具,Home & Living,"39,919",143,"2,487"
2240090,LINE Friends,Life & Entertainment,"39,915",63,143
1114477,ZENOAQ,Pets,"39,887",26,36
1801313,Guerlain,Beauty,"39,886",30,122
2559463,atojet,Home & Living,"39,860",42,62
1146633,KYB,Motors,"39,828",5,9
1217841,SONiC,Home & Living,"39,815",79,166
1091108,ONAIR,Mobile & Gadgets,"39,695",50,67
1802436,Sapphire,Hardware & 3C,"39,688",2,3
1104290,PRO PLAN 冠能,Pets,"39,671",31,91
4429852,ZUODU,Sports & Outdoors,"39,657",49,64
1802749,Tronsmart,Hardware & 3C,"39,628",26,33
2559872,Blue Bottle Coffee,Home & Living,"39,604",29,45
1215293,DayiMate 大姨媽,Health,"39,598",23,65
1217829,SOFEI 舒妃,Beauty,"39,597",135,313
1081281,ECOGEL,Home & Living,"39,572",125,203
3444352,TAMBURINS (탬버린즈),Beauty,"39,569",28,42
3562045,SEAMETAL,Motors,"39,538",122,176
1800527,Aula,Hardware & 3C,"39,534",28,52
1217484,Qundo 康朵,Home & Living,"39,507",88,491
1163809,知母時,Mother & Baby,"39,502",113,700
1218656,YODA 優的寶貝,Mother & Baby,"39,498",18,23
1083190,BAi,Women's Apparel,"39,492",73,178
1083682,HAWK PERFORMANCE,Motors,"39,469",85,"1,151"
1147155,Viltrox,Hardware & 3C,"39,468",8,9
1099042,PAOLYTA 保力達,Food & Beverages,"39,447",100,421
1110346,HERADERM 赫麗敷,Health,"39,407",18,37
1098046,coinshop,Home & Living,"39,406",74,839
5010842,BUFFUP,Sports & Outdoors,"39,367",34,48
3245869,原來是洋蔥,Food & Beverages,"39,331",21,471
3877675,Elastin,Beauty,"39,329",105,254
1131484,LAMSAMYICK 林三益,Beauty,"39,323",38,71
2565100,THE TOOL LAB,Beauty,"39,316",54,104
1802047,Nautica,Men's Apparel,"39,241",28,42
1100174,SANYANG MOTOR 三陽工業,Motors,"39,230",73,341
3746714,BH,Sports & Outdoors,"39,205",3,3
1146524,GP Batteries,Home Electronic,"39,198",269,936
1094174,Cats in the Kitchen,Pets,"39,142",22,363
1097690,MOOIMOM,Mother & Baby,"39,126",18,37
1114615,T.N.A.,Pets,"39,105",39,473
1096353,NutriMate 你滋美得,Health,"39,093",31,47
1108215,Seasonic 海韻,Hardware & 3C,"39,082",10,13
1114075,MOMI 摩米,Pets,"39,073",48,105
1109932,領先者,Motors,"39,061",32,37
1802674,Thermalright,Hardware & 3C,"39,023",58,98
5959247,阿培育犬育喵,Pets,"39,020",22,30
1093021,hanamisui 花美水,Beauty,"38,997",42,91
1142009,韓味不二,Food & Beverages,"38,962",106,237
1099339,SALONIA,Beauty,"38,949",30,31
1218650,YFLife 圓方生活,Home Electronic,"38,933",8,9
4903901,MEFU 遇見未來,Mobile & Gadgets,"38,924",43,47
1648396,Huion,Hardware & 3C,"38,914",15,16
1091136,台灣第一筷,Home & Living,"38,892",51,144
1094848,Chia Te 佳德糕餅,Food & Beverages,"38,883",31,80
2565119,TheraBreath,Home & Living,"38,834",62,86
1106565,Pora Bella,Women Accessories,"38,829",50,150
1094949,Chihtsai 芝彩,Beauty,"38,803",55,115
1553801,Flora,Home Electronic,"38,790",28,40
2562320,JEEP,Shoes,"38,771",34,41
2559848,Blanc nature,Beauty,"38,760",40,54
1090460,GranataPet,Pets,"38,746",28,411
1108239,綠大地,Home & Living,"38,742",28,35
1113253,Lintbells,Pets,"38,727",17,52
3755623,MAHAGRID,Men's Apparel,"38,725",37,68
1102308,YENDAR 研達,Life & Entertainment,"38,703",57,142
1103613,POSH,Motors,"38,691",42,124
1106971,特好興業,Home Electronic,"38,676",29,40
3475876,Laifen (徕芬),Home Electronic,"38,666",15,19
1215678,Fujitek 富士電通,Home Electronic,"38,631",48,58
1215778,GW 水玻璃,Home Electronic,"38,600",32,51
1110790,Daiichi-Sankyo 第一三共,Home & Living,"38,573",50,89
1218383,UNIQ,Mobile & Gadgets,"38,554",36,42
1126158,BOIRON 布瓦宏,Health,"38,528",72,151
1097614,MONTECH,Hardware & 3C,"38,500",20,28
1106145,TYY,Home & Living,"38,484",27,72
1113842,FELIXDOG 骨力勁,Pets,"38,465",16,25
1801658,Kokubo,Home & Living,"38,459",153,726
3754654,JINGTE,Motors,"38,433",26,46
1108410,Shiny,Home & Living,"38,372",86,431
3487323,baby secret 寶寶的秘密,Mother & Baby,"38,370",76,382
1107150,球球館,Mother & Baby,"38,317",88,480
1146276,Asrock,Hardware & 3C,"38,273",6,7
1316308,E-home,Home & Living,"38,250",15,21
1131920,RICA,Beauty,"38,209",21,33
1802669,The Face Shop,Beauty,"38,198",74,156
1101279,WMF 完美福,Home & Living,"38,094",28,39
4701099,IFIVE,Home Electronic,"38,044",21,34
1146109,DR's Secret 皙之密,Beauty,"37,991",15,28
1218679,YUSAKUHOUSE 優作家居,Home & Living,"37,936",38,62
1094065,Castle 蓋世特,Home Electronic,"37,927",21,26
1802762,TWININGS,Food & Beverages,"37,927",70,211
1802786,Unichi,Health,"37,900",30,57
1108821,華泰文化,Books,"37,888",47,60
4290402,萌葳國際,Health,"37,861",24,78
1094699,Natural Kitty,Pets,"37,852",48,558
4785089,Ikarao,Home Electronic,"37,818",2,3
1113895,GREENS 葛莉思,Pets,"37,815",63,396
1087356,CLEAR TURN,Beauty,"37,811",121,254
1972104,MOOTUN,Mobile & Gadgets,"37,795",74,136
1107670,目立康,Health,"37,778",24,37
3916604,Palladium 帕拉丁,Home Electronic,"37,673",40,58
1216869,McDonald's 麥當勞,Life & Entertainment,"37,642",71,145
1801198,Fluke,Home & Living,"37,641",8,10
1140646,monchhichi 夢奇奇,Mother & Baby,"37,634",33,42
1109152,Sugar Butter Tree,Food & Beverages,"37,544",49,141
1096978,Lady,Women's Apparel,"37,529",13,32
1131493,REPSOL,Motors,"37,430",34,136
1141545,垂坤,Food & Beverages,"37,423",86,334
1147202,Zanzea,Women's Apparel,"37,421",61,173
1081527,icash,Life & Entertainment,"37,419",74,307
1801590,Kate Spade,Women Bags,"37,415",19,24
2565483,Za,Beauty,"37,386",109,338
5101853,BABYSHARE 時尚孕婦裝,Mother & Baby,"37,359",66,257
1281486,BYZOOM FITNESS,Sports & Outdoors,"37,353",7,9
1098419,MTS,Motors,"37,332",15,34
4538628,EBISU,Home & Living,"37,319",90,521
1087425,全華圖書,Books,"37,272",60,81
1113825,EZYDOG,Pets,"37,228",29,49
1092589,MASIONS 美心,Home & Living,"37,218",34,44
1114526,Cat's Best 凱優,Pets,"37,205",43,60
1216645,MAMMUT,Sports & Outdoors,"37,176",10,12
1081737,DAH SAN 大山,Home Electronic,"37,146",16,201
1801817,Magene,Sports & Outdoors,"37,135",12,14
1081191,BAUERFEIND,Sports & Outdoors,"37,134",10,28
1086475,CHUNG HSI CHEMICAL 中西化學工業,Home & Living,"37,125",52,293
1093580,OWAY,Beauty,"37,110",17,26
